Movie Name,Genre,Ratings,Voting Counts,Duration
SnowBorn Saga: The Hunt for the Hollow Frost,Fantasy,,,
Il fascino dell'ombra,Fantasy,,,86.0
In LA Without a Car,Fantasy,,,66.0
A Better Place,Fantasy,,,91.0
Weld Queendom,Fantasy,9.4,10.0,62.0
Power Rangers the Grid Wreckage Fan Film,Fantasy,,,
All the Unknowable Things,Fantasy,,,
Pale Magic,Fantasy,,,76.0
Svefnthorn: The Bolbýrs,Fantasy,,2025.0,
Raijin,Fantasy,,,93.0
Mokshya,Fantasy,,,
The Last Cinema,Fantasy,,,
The Adventures of Gabriel and Marcy,Fantasy,,,85.0
The Man from Oghuz: Harvest,Fantasy,,,55.0
Krazy Kadhal,Fantasy,,,103.0
Die Königin des Schicksals,Fantasy,,,95.0
RK Deeksha,Fantasy,,,123.0
Seven Fables: An Anthology,Fantasy,,,106.0
Lucifer's Lawyer,Fantasy,,,
Snowborn Saga: The First Goblin War,Fantasy,,,
Twente Short: Beyond the Screen,Fantasy,,,90.0
La trilogie des mythes congolais,Fantasy,,,
Tale of the Six,Fantasy,,,
Nini,Fantasy,,,
Iberah,Fantasy,,,
Die fantastischen Geschichten des Professor Kluck,Fantasy,,,47.0
Meercats Explode Dandelion,Fantasy,,,86.0
Bana Ana,Fantasy,,,
YaYa's Band,Fantasy,,,
Berliner Züge,Fantasy,,,
Dungeons & Dickheads,Fantasy,,,57.0
Minine the Movie,Fantasy,,,
Legend of Qingqiu,Fantasy,,,88.0
Princess Mkatu,Fantasy,,,
Natalie and the Gila Monster,Fantasy,,,60.0
Stone Elegy,Fantasy,,,15.0
